Reporting Economy,Product/Sector,Year,Value
"Moldova, Republic of",Agricultural products,2016,937.97336
"Moldova, Republic of",Agricultural products,2021,1410.767469
"Moldova, Republic of",Agricultural products,2019,1195.937398
"Moldova, Republic of",Agricultural products,2020,1047.509759
Montserrat,Agricultural products,2019,0.083024
Montserrat,Agricultural products,2021,0.123949
Montserrat,Agricultural products,2016,0.013767
Montserrat,Agricultural products,2020,0.170972
Montserrat,Agricultural products,2018,0.054043
Montserrat,Agricultural products,2017,0.168087
Morocco,Agricultural products,2018,5973.548944
Morocco,Agricultural products,2016,4939.172147
Morocco,Agricultural products,2017,5534.443792
Morocco,Agricultural products,2019,6393.692712
Morocco,Agricultural products,2021,7403.137914
Morocco,Agricultural products,2020,6439.285543
Mozambique,Agricultural products,2021,846.583349
Mozambique,Agricultural products,2019,859.763173
Mozambique,Agricultural products,2020,628.741949
Mozambique,Agricultural products,2016,571.945657
Mozambique,Agricultural products,2017,578.238486
Mozambique,Agricultural products,2018,655.568793
Oman,Agricultural products,2018,1909.069819
Oman,Agricultural products,2017,1684.657119
Oman,Agricultural products,2019,1924.815954
Oman,Agricultural products,2020,1965.180486
Oman,Agricultural products,2016,1399.663815
Oman,Agricultural products,2021,2311.682844
Namibia,Agricultural products,2020,961.887719
Namibia,Agricultural products,2021,1230.678797
Namibia,Agricultural products,2016,985.294449
Namibia,Agricultural products,2017,1204.359909
Namibia,Agricultural products,2019,1193.875883
Namibia,Agricultural products,2018,1334.461359
Nepal,Agricultural products,2018,245.183814
Nepal,Agricultural products,2017,221.67774
Nepal,Agricultural products,2016,201.679932
Nepal,Agricultural products,2020,459.267517
Nepal,Agricultural products,2021,1134.106549
Nepal,Agricultural products,2019,452.848094
Netherlands,Agricultural products,2019,110420.6191
Netherlands,Agricultural products,2020,112426.8184
Netherlands,Agricultural products,2021,129038.1792
Netherlands,Agricultural products,2017,106863.1114
Netherlands,Agricultural products,2016,98746.15925
Netherlands,Agricultural products,2018,112264.3096
"Aruba, the Netherlands with respect to",Agricultural products,2018,29.106629
"Aruba, the Netherlands with respect to",Agricultural products,2019,36.565742
"Aruba, the Netherlands with respect to",Agricultural products,2017,39.360684
"Aruba, the Netherlands with respect to",Agricultural products,2016,48.102343
"Aruba, the Netherlands with respect to",Agricultural products,2020,33.173834
"Aruba, the Netherlands with respect to",Agricultural products,2021,57.065656
New Caledonia,Agricultural products,2020,9.9481
New Caledonia,Agricultural products,2021,11.8211
New Caledonia,Agricultural products,2017,8.778739
New Caledonia,Agricultural products,2016,10.14049
New Caledonia,Agricultural products,2018,10.525434
New Caledonia,Agricultural products,2019,8.7408
New Zealand,Agricultural products,2018,28822.56446
New Zealand,Agricultural products,2016,23717.66453
New Zealand,Agricultural products,2017,27474.1748
New Zealand,Agricultural products,2019,29342.92425
New Zealand,Agricultural products,2021,54540.84887
New Zealand,Agricultural products,2020,29211.55084
Nicaragua,Agricultural products,2020,2520.766853
Nicaragua,Agricultural products,2021,3022.127416
Nicaragua,Agricultural products,2019,2450.048543
Nicaragua,Agricultural products,2016,2059.994681
Nicaragua,Agricultural products,2018,2372.856399
Nicaragua,Agricultural products,2017,2445.32518
Niger,Agricultural products,2018,594.441232
Niger,Agricultural products,2016,357.178207
Niger,Agricultural products,2017,473.078285
Niger,Agricultural products,2019,185.690775
Niger,Agricultural products,2021,123.268463
Niger,Agricultural products,2020,73.971164
Nigeria,Agricultural products,2021,1674.316169
Nigeria,Agricultural products,2019,1025.315668
Nigeria,Agricultural products,2020,1095.212428
Nigeria,Agricultural products,2016,698.914516
Nigeria,Agricultural products,2018,1320.821882
Nigeria,Agricultural products,2017,917.324168
Norway,Agricultural products,2017,12956.16001
Norway,Agricultural products,2018,13829.53029
Norway,Agricultural products,2016,12391.49546
Norway,Agricultural products,2020,12816.8852
Norway,Agricultural products,2019,13814.20585
Norway,Agricultural products,2021,16003.63768
Palau,Agricultural products,2020,5.446429
Palau,Agricultural products,2019,2.973565
Palau,Agricultural products,2016,0.622877
Palau,Agricultural products,2018,3.511871
Palau,Agricultural products,2017,1.409071
Pakistan,Agricultural products,2018,5089.902615
Pakistan,Agricultural products,2016,3993.667566
Pakistan,Agricultural products,2017,4243.137626
Pakistan,Agricultural products,2019,5054.938318
Pakistan,Agricultural products,2020,4634.985785
Pakistan,Agricultural products,2021,5471.8085
Panama,Agricultural products,2020,885.697344
Panama,Agricultural products,2019,990.165299
Panama,Agricultural products,2021,897.53666
Panama,Agricultural products,2016,945.079042
Panama,Agricultural products,2017,1059.554033
Panama,Agricultural products,2018,993.989965
Paraguay,Agricultural products,2018,5797.026451
Paraguay,Agricultural products,2017,5488.362005
Paraguay,Agricultural products,2016,5439.102439
Paraguay,Agricultural products,2021,7421.385347
Paraguay,Agricultural products,2019,4943.689588
Paraguay,Agricultural products,2020,5666.431211
Peru,Agricultural products,2020,10391.92025
Peru,Agricultural products,2016,7935.461907
Peru,Agricultural products,2018,10173.94897
Peru,Agricultural products,2021,12720.32942
Peru,Agricultural products,2019,10826.33391
Peru,Agricultural products,2017,9000.611604
Philippines,Agricultural products,2017,7016.339736
Philippines,Agricultural products,2018,6478.229249
Philippines,Agricultural products,2016,5177.787414
Philippines,Agricultural products,2019,7225.413907
Philippines,Agricultural products,2021,7615.635205
Philippines,Agricultural products,2020,6823.832057
Poland,Agricultural products,2020,41213.82171
Poland,Agricultural products,2021,47063.70909
Poland,Agricultural products,2019,37932.69735
Poland,Agricultural products,2016,28866.45438
Poland,Agricultural products,2018,37619.63106
Poland,Agricultural products,2017,33767.60962
Portugal,Agricultural products,2017,8965.779817
Portugal,Agricultural products,2018,9764.183167
Portugal,Agricultural products,2016,8158.872724
Portugal,Agricultural products,2019,9437.49393
Portugal,Agricultural products,2021,11512.64944
Portugal,Agricultural products,2020,9642.765506
Timor-Leste,Agricultural products,2021,20.653557
Timor-Leste,Agricultural products,2020,17.210963
Timor-Leste,Agricultural products,2019,25.734919
Timor-Leste,Agricultural products,2017,20.729991
Qatar,Agricultural products,2016,81.424116
Qatar,Agricultural products,2018,37.993312
Qatar,Agricultural products,2017,52.39758
Qatar,Agricultural products,2019,38.73661
Qatar,Agricultural products,2021,56.788945
Qatar,Agricultural products,2020,38.29422
Romania,Agricultural products,2021,12433.7717
Romania,Agricultural products,2020,8794.967184
Romania,Agricultural products,2019,8819.242961
Romania,Agricultural products,2018,8523.369556
Romania,Agricultural products,2017,7994.224616
Romania,Agricultural products,2016,7714.852978
Russian Federation,Agricultural products,2016,24708.80804
Russian Federation,Agricultural products,2018,34663.72723
Russian Federation,Agricultural products,2017,30064.54978
Russian Federation,Agricultural products,2019,33721.65979
Russian Federation,Agricultural products,2021,43803.53265
Russian Federation,Agricultural products,2020,36464.44651
Rwanda,Agricultural products,2020,448.283702
Rwanda,Agricultural products,2021,621.416986
Rwanda,Agricultural products,2018,398.24631
Rwanda,Agricultural products,2019,425.634458
Rwanda,Agricultural products,2016,264.807119
Rwanda,Agricultural products,2017,353.649421
Saint Kitts and Nevis,Agricultural products,2016,4.119941
Saint Kitts and Nevis,Agricultural products,2017,3.682229
Saint Kitts and Nevis,Agricultural products,2018,7.747156
Saint Kitts and Nevis,Agricultural products,2019,8.988535
Saint Kitts and Nevis,Agricultural products,2020,10.977833
Saint Kitts and Nevis,Agricultural products,2021,15.423491
Saint Lucia,Agricultural products,2021,30.076967
Saint Lucia,Agricultural products,2020,29.864459
Saint Lucia,Agricultural products,2018,37.062808
Saint Lucia,Agricultural products,2019,37.551183
Saint Lucia,Agricultural products,2016,43.609976
Saint Lucia,Agricultural products,2017,42.867966
Saint Vincent and the Grenadines,Agricultural products,2017,29.780992
Saint Vincent and the Grenadines,Agricultural products,2016,34.451097
Saint Vincent and the Grenadines,Agricultural products,2019,26.645795
Saint Vincent and the Grenadines,Agricultural products,2018,28.704435
Saint Vincent and the Grenadines,Agricultural products,2020,29.461498
Saint Vincent and the Grenadines,Agricultural products,2021,25.394552
Sao Tomé and Principe,Agricultural products,2020,11.048904
Sao Tomé and Principe,Agricultural products,2021,18.194964
Sao Tomé and Principe,Agricultural products,2019,8.67011
Sao Tomé and Principe,Agricultural products,2018,8.982937
Sao Tomé and Principe,Agricultural products,2017,9.113889
Sao Tomé and Principe,Agricultural products,2016,9.273173
"Saudi Arabia, Kingdom of",Agricultural products,2017,4109.892596
"Saudi Arabia, Kingdom of",Agricultural products,2016,3955.232575
"Saudi Arabia, Kingdom of",Agricultural products,2019,3796.721441
"Saudi Arabia, Kingdom of",Agricultural products,2018,4114.564389
"Saudi Arabia, Kingdom of",Agricultural products,2021,4843.824012
"Saudi Arabia, Kingdom of",Agricultural products,2020,3972.257034
Senegal,Agricultural products,2020,1285.658422
Senegal,Agricultural products,2021,1641.695334
Senegal,Agricultural products,2019,1420.617334
Senegal,Agricultural products,2018,1236.307759
Senegal,Agricultural products,2016,902.054891
Senegal,Agricultural products,2017,1077.176713
Seychelles,Agricultural products,2016,291.815728
Seychelles,Agricultural products,2017,281.786725
Seychelles,Agricultural products,2018,308.644652
Seychelles,Agricultural products,2019,333.2533
Seychelles,Agricultural products,2020,353.2512
Seychelles,Agricultural products,2021,404.3986
Sierra Leone,Agricultural products,2021,201.6707
Sierra Leone,Agricultural products,2020,160.4324
Sierra Leone,Agricultural products,2019,195.5959
Sierra Leone,Agricultural products,2018,113.101611
Sierra Leone,Agricultural products,2016,358.276974
Sierra Leone,Agricultural products,2017,111.926502
Singapore,Agricultural products,2016,11583.59846
Singapore,Agricultural products,2019,15733.82188
Singapore,Agricultural products,2018,15774.10103
Singapore,Agricultural products,2017,11854.38212
Singapore,Agricultural products,2020,14442.29171
Singapore,Agricultural products,2021,16058.42467
Slovak Republic,Agricultural products,2020,4225.944176
Slovak Republic,Agricultural products,2021,5223.053759
Slovak Republic,Agricultural products,2019,3956.348403
Slovak Republic,Agricultural products,2017,3817.355396
Slovak Republic,Agricultural products,2018,4072.597043
Slovak Republic,Agricultural products,2016,3693.998346
Viet Nam,Agricultural products,2017,30224.45928
Viet Nam,Agricultural products,2016,26203.95657
Viet Nam,Agricultural products,2018,30390.07057
Viet Nam,Agricultural products,2019,29943.27625
Viet Nam,Agricultural products,2021,33930.212
Viet Nam,Agricultural products,2020,29646.58625
Slovenia,Agricultural products,2021,4139.326977
Slovenia,Agricultural products,2019,3308.1305
Slovenia,Agricultural products,2020,3309.285751
Slovenia,Agricultural products,2018,3476.942622
Slovenia,Agricultural products,2016,2737.910745
Slovenia,Agricultural products,2017,2994.956687
South Africa,Agricultural products,2016,10325.62401
South Africa,Agricultural products,2017,11695.89418
South Africa,Agricultural products,2019,11284.96267
South Africa,Agricultural products,2018,12350.24929
South Africa,Agricultural products,2021,14257.02521
South Africa,Agricultural products,2020,11813.53353
Zimbabwe,Agricultural products,2019,1098.170557
Zimbabwe,Agricultural products,2021,1089.590351
Zimbabwe,Agricultural products,2020,1050.804821
Zimbabwe,Agricultural products,2018,1169.807242
Zimbabwe,Agricultural products,2016,1159.878229
Zimbabwe,Agricultural products,2017,1050.036702
Spain,Agricultural products,2017,57496.35151
Spain,Agricultural products,2016,52429.71384
Spain,Agricultural products,2019,61576.66527
Spain,Agricultural products,2018,61406.37615
Spain,Agricultural products,2020,64340.83872
Spain,Agricultural products,2021,74155.80921
Sudan,Agricultural products,2020,1887.153543
Sudan,Agricultural products,2021,2088.951809
Sudan,Agricultural products,2018,2078.495072
Sudan,Agricultural products,2019,2024.520843
Sudan,Agricultural products,2017,2050.49822
Sudan,Agricultural products,2016,2066.193166
Suriname,Agricultural products,2016,259.784386
Suriname,Agricultural products,2017,132.52484
Suriname,Agricultural products,2018,362.305132
Suriname,Agricultural products,2020,245.316568
Suriname,Agricultural products,2019,324.500766
Suriname,Agricultural products,2021,224.785522
Eswatini,Agricultural products,2020,633.393404
Eswatini,Agricultural products,2019,681.042353
Eswatini,Agricultural products,2021,743.68068
Eswatini,Agricultural products,2017,540.611423
Eswatini,Agricultural products,2018,581.088642
Eswatini,Agricultural products,2016,575.414453
Sweden,Agricultural products,2016,15091.76257
Sweden,Agricultural products,2018,17158.95422
Sweden,Agricultural products,2017,15639.72126
Sweden,Agricultural products,2019,16508.23218
Sweden,Agricultural products,2020,16991.93099
Sweden,Agricultural products,2021,21187.34036
Switzerland,Agricultural products,2020,10032.24321
Switzerland,Agricultural products,2021,11301.31593
Switzerland,Agricultural products,2019,9837.967151
Switzerland,Agricultural products,2018,9953.063442
Switzerland,Agricultural products,2016,9198.487202
Switzerland,Agricultural products,2017,9516.561538
Syrian Arab Republic,Agricultural products,2018,490.6837
Syrian Arab Republic,Agricultural products,2017,561.419487
Syrian Arab Republic,Agricultural products,2016,563.207696
Syrian Arab Republic,Agricultural products,2020,712.1711
Syrian Arab Republic,Agricultural products,2021,544.3301
Syrian Arab Republic,Agricultural products,2019,410.7981
Tajikistan,Agricultural products,2020,172.227016
Tajikistan,Agricultural products,2021,252.409317
Tajikistan,Agricultural products,2016,159.754583
Tajikistan,Agricultural products,2017,155.998413
Tajikistan,Agricultural products,2019,174.781747
Tajikistan,Agricultural products,2018,192.914152
Thailand,Agricultural products,2019,42981.72958
Thailand,Agricultural products,2018,44223.95743
Thailand,Agricultural products,2016,37293.88044
Thailand,Agricultural products,2017,43747.92671
Thailand,Agricultural products,2021,47388.67633
Thailand,Agricultural products,2020,41760.47849
Togo,Agricultural products,2021,328.481529
Togo,Agricultural products,2020,312.723455
Togo,Agricultural products,2016,211.996649
Togo,Agricultural products,2017,252.753961
Togo,Agricultural products,2019,288.95314
Togo,Agricultural products,2018,258.640479
Tonga,Agricultural products,2019,15.026
Tonga,Agricultural products,2017,15.373455
Tonga,Agricultural products,2018,9.787819
Tonga,Agricultural products,2016,18.287818
Tonga,Agricultural products,2021,11.102
Tonga,Agricultural products,2020,12.242
Trinidad and Tobago,Agricultural products,2020,396.406209
Trinidad and Tobago,Agricultural products,2021,431.924325
Trinidad and Tobago,Agricultural products,2016,390.600428
Trinidad and Tobago,Agricultural products,2017,375.227924
Trinidad and Tobago,Agricultural products,2019,423.196388
Trinidad and Tobago,Agricultural products,2018,394.834608
United Arab Emirates,Agricultural products,2018,13043.73789
United Arab Emirates,Agricultural products,2017,7164.783305
United Arab Emirates,Agricultural products,2016,7033.929854
United Arab Emirates,Agricultural products,2019,14008.97274
United Arab Emirates,Agricultural products,2021,15746.09461
United Arab Emirates,Agricultural products,2020,13963.8306
Tunisia,Agricultural products,2021,1871.251397
Tunisia,Agricultural products,2020,2148.12855
Tunisia,Agricultural products,2019,1649.008992
Tunisia,Agricultural products,2016,1498.074195
Tunisia,Agricultural products,2017,1580.168728
Tunisia,Agricultural products,2018,2098.880951
Türkiye,Agricultural products,2018,19871.74426
Türkiye,Agricultural products,2016,18510.70811
Türkiye,Agricultural products,2017,19102.31927
Türkiye,Agricultural products,2019,20284.25518
Türkiye,Agricultural products,2021,25953.00718
Türkiye,Agricultural products,2020,21253.41879
Uganda,Agricultural products,2021,2058.845837
Uganda,Agricultural products,2020,1658.02302
Uganda,Agricultural products,2019,1611.218149
Uganda,Agricultural products,2017,1765.660101
Uganda,Agricultural products,2016,1301.03481
Uganda,Agricultural products,2018,1828.080623
Ukraine,Agricultural products,2018,19477.86471
Ukraine,Agricultural products,2016,15983.40504
Ukraine,Agricultural products,2017,18460.13426
Ukraine,Agricultural products,2019,22890.52647
Ukraine,Agricultural products,2020,22931.31924
Ukraine,Agricultural products,2021,27592.84319
North Macedonia,Agricultural products,2021,749.506994
North Macedonia,Agricultural products,2020,681.137806
North Macedonia,Agricultural products,2017,614.353636
North Macedonia,Agricultural products,2016,594.307748
North Macedonia,Agricultural products,2018,647.969917
North Macedonia,Agricultural products,2019,704.215364
Egypt,Agricultural products,2018,5150.12107
Egypt,Agricultural products,2016,5182.196159
Egypt,Agricultural products,2017,5124.264445
Egypt,Agricultural products,2020,5311.383202
Egypt,Agricultural products,2019,5592.430057
Egypt,Agricultural products,2021,6415.438238
United Kingdom,Agricultural products,2021,31329.59157
United Kingdom,Agricultural products,2019,33145.88752
United Kingdom,Agricultural products,2020,30065.62689
United Kingdom,Agricultural products,2017,31734.38838
United Kingdom,Agricultural products,2016,30553.9574
United Kingdom,Agricultural products,2018,33467.94867
Tanzania,Agricultural products,2019,1732.568775
Tanzania,Agricultural products,2018,849.460114
Tanzania,Agricultural products,2017,1826.507513
Tanzania,Agricultural products,2016,1917.174873
Tanzania,Agricultural products,2020,1864.587077
Tanzania,Agricultural products,2021,2189.014374
United States of America,Agricultural products,2021,201571.7102
United States of America,Agricultural products,2019,164802.5712
United States of America,Agricultural products,2020,170492.8341
United States of America,Agricultural products,2016,164460.4859
United States of America,Agricultural products,2018,171412.9185
United States of America,Agricultural products,2017,168587.9315
Burkina Faso,Agricultural products,2018,796.126243
Burkina Faso,Agricultural products,2017,762.506372
Burkina Faso,Agricultural products,2016,752.759346
Burkina Faso,Agricultural products,2020,560.985636
Burkina Faso,Agricultural products,2021,797.230571
Burkina Faso,Agricultural products,2019,677.170349
Uruguay,Agricultural products,2021,7400.479912
Uruguay,Agricultural products,2020,5577.936221
Uruguay,Agricultural products,2017,6140.923582
Uruguay,Agricultural products,2016,5419.45727
Uruguay,Agricultural products,2018,5788.104583
Uruguay,Agricultural products,2019,6176.21846
Uzbekistan,Agricultural products,2017,1441.24158
Uzbekistan,Agricultural products,2018,1424.596266
Uzbekistan,Agricultural products,2020,1782.449052
Uzbekistan,Agricultural products,2021,1797.781594
Uzbekistan,Agricultural products,2019,1989.664338
"Venezuela, Bolivarian Republic of",Agricultural products,2021,44.553
"Venezuela, Bolivarian Republic of",Agricultural products,2019,30.303848
"Venezuela, Bolivarian Republic of",Agricultural products,2020,29.354
"Venezuela, Bolivarian Republic of",Agricultural products,2016,22.292569
"Venezuela, Bolivarian Republic of",Agricultural products,2018,28.579673
"Venezuela, Bolivarian Republic of",Agricultural products,2017,22.585699
Samoa,Agricultural products,2016,26.823752
Samoa,Agricultural products,2017,24.998047
Samoa,Agricultural products,2018,28.754275
Samoa,Agricultural products,2019,31.838411
Samoa,Agricultural products,2020,17.541343
Samoa,Agricultural products,2021,20.309691
Yemen,Agricultural products,2019,23.42835
Yemen,Agricultural products,2021,35.172
Yemen,Agricultural products,2017,258.636286
Yemen,Agricultural products,2020,29.2533
Yemen,Agricultural products,2018,15.082067
Yemen,Agricultural products,2016,254.305057
Serbia,Agricultural products,2016,3322.86815
Serbia,Agricultural products,2017,3306.16215
Serbia,Agricultural products,2019,3792.225757
Serbia,Agricultural products,2018,3544.755751
Serbia,Agricultural products,2020,4310.23465
Serbia,Agricultural products,2021,5188.27709
Montenegro,Agricultural products,2021,113.565695
Montenegro,Agricultural products,2019,93.974936
Montenegro,Agricultural products,2020,91.418449
Montenegro,Agricultural products,2018,88.939405
Montenegro,Agricultural products,2017,88.721401
Montenegro,Agricultural products,2016,91.668767
Zambia,Agricultural products,2016,675.34345
Zambia,Agricultural products,2017,648.802928
Zambia,Agricultural products,2018,635.133732
Zambia,Agricultural products,2020,662.656659
Zambia,Agricultural products,2021,939.604026
Zambia,Agricultural products,2019,608.906691
European Union,Agricultural products,2021,757902.3258
European Union,Agricultural products,2020,653377.4978
European Union,Agricultural products,2019,641761.1741
European Union,Agricultural products,2018,649874.9314
European Union,Agricultural products,2017,613071.7061
European Union,Agricultural products,2016,565947.4419
